state_code,state_name,year,month,tmean
13,Amazonas,2004,8,25.3323745419902
13,Amazonas,2004,9,25.5767873333347
13,Amazonas,2004,10,26.2315507396575
13,Amazonas,2004,11,26.2812196054766
13,Amazonas,2004,12,25.9206257481729
13,Amazonas,2005,1,26.0225448916035
13,Amazonas,2005,2,25.497186722294
13,Amazonas,2005,3,25.4587748435236
13,Amazonas,2005,4,25.4567941234958
13,Amazonas,2005,5,25.4838801045572
13,Amazonas,2005,6,25.4451759707543
13,Amazonas,2005,7,25.4477008388889
13,Amazonas,2005,8,26.5052701273272
13,Amazonas,2005,9,26.7310924530029
13,Amazonas,2005,10,26.6213620708835
13,Amazonas,2005,11,26.171268832299
13,Amazonas,2005,12,25.3056096723003
13,Amazonas,2006,1,25.2544619652533
13,Amazonas,2006,2,25.2283519006545
13,Amazonas,2006,3,25.3569686643539
13,Amazonas,2006,4,25.139257461794
13,Amazonas,2006,5,24.5182712924096
13,Amazonas,2006,6,25.2353679287818
13,Amazonas,2006,7,25.5315822785901
13,Amazonas,2006,8,26.1367487753591
13,Amazonas,2006,9,26.4811603792252
13,Amazonas,2006,10,27.0444851536905
13,Amazonas,2006,11,25.861121208437
13,Amazonas,2006,12,25.8904985920075
13,Amazonas,2007,1,25.8729982068462
13,Amazonas,2007,2,26.7117557217998
13,Amazonas,2007,3,25.2581748039492
13,Amazonas,2007,4,25.266202803581
13,Amazonas,2007,5,24.956731857792
13,Amazonas,2007,6,25.1240856724401
13,Amazonas,2007,7,25.2438842404273
13,Amazonas,2007,8,26.2075728754843
13,Amazonas,2007,9,26.201820188953
13,Amazonas,2007,10,25.9894098158806
13,Amazonas,2007,11,26.0208980498775
13,Amazonas,2007,12,25.3225781840663
13,Amazonas,2008,1,25.0238612082697
13,Amazonas,2008,2,24.9699336944088
13,Amazonas,2008,3,24.8732558834937
13,Amazonas,2008,4,25.0893087079448
13,Amazonas,2008,5,24.404270387465
13,Amazonas,2008,6,24.6415384969404
